key,article_id,data_inizio_validita,data_fine_validita,price_before,price_in_period,delta_price,qty_pre,qty_in_period,sales_ht_pre,sales_pre,sales_ht_in_period,sales_in_period,cifra_ssp_pre,cifra_ssp_in_period,sconto_a_valore_in_period,margine_pp_valore_pre,margine_pp_valore_in_period,giorni_nel_periodo,delta_margine_pp_valore,qty_n_1,vendite_n_1,vendite_ht_n_1,margine_valore_n_1,gg_copertura,gg_copertura_n_1
86562352-2025-09-17,86562352,2025-09-17,2026-01-28,84.99,87.79,2.8,268.0,294.0,18155.1218,22149.2486,19900.6203,24278.7567,22777.32,25810.26,-1531.5033,7298.7873,7950.3956,133.0,651.6083,306.0,23686.9359,19415.5212,4018.7255,668.7989,526.8025
89562512-2025-08-04,89562512,2025-08-04,,62.9,60.49,-2.41,19.0,12.0,949.9181,1158.9001,583.0568,711.3294,1195.1,725.88,-14.5506,259.8591,133.3003,323.0,-126.5588,,,,,143.2966,162.1412
84857336-2026-01-13,84857336,2026-01-13,2026-04-21,6.49,6.19,-0.3,623.0,263.0,3256.9293,3973.4537,1253.5959,1529.387,4043.27,1627.97,-98.583,1011.5769,273.2964,98.0,-738.2805,437.0,2515.0544,2061.52,870.695,190.6867,
89820941-2026-05-03,89820941,2026-05-03,,5.99,5.99,0.0,8.0,8.0,37.9227,46.2657,38.9941,47.5728,47.92,47.92,-0.3472,5.1925,7.3292,51.0,2.1367,10.0,52.7609,43.2466,12.0457,150.1659,82.0923
84581102-2025-11-30,84581102,2025-11-30,,30.49,26.09,-4.4,269.0,453.0,6589.7801,8039.5318,9628.4111,11746.6615,8201.81,11818.77,-72.1085,1178.496,697.6222,205.0,-480.8738,186.0,5891.425,4829.0369,1303.1549,26.9572,11.5839
84755875-2025-07-12,84755875,2025-07-12,,237.49,195.79,-41.7,2.0,2.0,378.8018,462.1383,320.9672,391.58,474.98,391.58,0.0,99.7953,41.2242,346.0,-58.5711,12.0,3044.7944,2495.7331,417.3707,1015.2844,444.0836
86115891-2026-03-05,86115891,2026-03-05,2026-06-08,103.0,99.49,-3.51,5.0,4.0,408.5498,498.4307,322.4106,393.341,515.0,397.96,-4.619,244.5291,186.6737,95.0,-57.8554,7.0,654.2236,536.2488,216.375,173.3177,179.9703
86782146-2026-02-19,86782146,2026-02-19,,174.9,172.09,-2.81,21.0,27.0,2987.1475,3644.32,3781.5564,4613.4989,3672.9,4646.43,-32.9311,1162.6668,1543.0385,124.0,380.3716,19.0,3056.7254,2505.5126,605.8586,36.7628,45.0548
82817187-2026-05-07,82817187,2026-05-07,,39.99,41.09,1.1,14.0,16.0,455.9202,556.2227,515.1697,628.5071,559.86,657.44,-28.9329,227.4527,250.0064,47.0,22.5537,9.0,362.4082,297.0559,58.7377,131.1131,125.0658
86874014-2026-05-07,86874014,2026-05-07,2026-10-02,106.9,104.79,-2.11,74.0,87.0,6360.8538,7760.2417,6742.3311,8225.6439,7910.6,9116.73,-891.0861,2080.0733,1441.5952,148.0,-638.4781,,,,,218.1625,250.4572
85999880-2026-01-19,85999880,2026-01-19,2026-05-25,132.9,130.09,-2.81,219.0,239.0,23320.933,28451.5383,25016.0231,30519.5482,29105.1,31091.51,-571.9618,7067.0229,7518.9341,126.0,451.9112,,,,,133.1801,
87025850-2026-03-06,87025850,2026-03-06,,436.49,473.09,36.6,5.0,4.0,1753.3374,2139.0717,1504.1868,1835.1079,2182.45,1892.36,-57.2521,450.6218,537.3334,109.0,86.7116,6.0,2360.897,1935.1615,699.7551,43.3974,51.6412
81120761-2025-12-29,81120761,2025-12-29,2026-04-18,676.49,757.99,81.5,53.0,45.0,28797.1734,35132.5516,27958.6475,34109.55,35853.97,34109.55,0.0,12487.7361,13787.112,110.0,1299.3759,51.0,27541.4426,22574.953,6277.522,220.568,360.249
84272971-2025-09-27,84272971,2025-09-27,2025-11-28,117.0,119.19,2.19,23.0,7.0,2161.0294,2636.4559,626.0796,763.8171,2691.0,834.33,-70.5129,800.977,210.8265,62.0,-590.1506,34.0,4410.2879,3614.99,948.8141,298.2578,383.3929
82749889-2026-03-24,82749889,2026-03-24,2026-09-19,8.9,10.49,1.59,430.0,291.0,3059.3782,3732.4415,2502.123,3052.59,3827.0,3052.59,0.0,1131.6667,1265.6854,179.0,134.0187,493.0,4176.4672,3423.3337,1009.8782,303.7362,346.726
86559325-2026-05-18,86559325,2026-05-18,2026-07-05,7.99,7.59,-0.4,61.0,100.0,394.6704,481.4979,619.8884,756.2638,487.39,759.0,-2.7362,161.5664,239.5467,48.0,77.9802,68.0,455.2787,373.1793,129.9917,170.6573,225.1301
81253170-2025-07-02,81253170,2025-07-02,2025-11-23,418.49,447.49,29.0,146.0,84.0,49156.0563,59970.3887,29525.4017,36020.99,61099.54,37589.16,-1568.17,18997.6138,13469.9074,144.0,-5527.7064,233.0,83397.636,68358.718,15853.2419,856.8856,783.8586
89872727-2025-07-16,89872727,2025-07-16,2025-12-17,352.99,376.89,23.9,2.0,5.0,558.6667,681.5734,1512.0757,1844.7324,705.98,1884.45,-39.7176,314.2343,891.8988,154.0,577.6645,,,,,63.8376,42.6244
81550378-2026-02-23,81550378,2026-02-23,,45.99,42.09,-3.9,22.0,25.0,800.9476,977.156,862.5,1052.25,1011.78,1052.25,0.0,251.1368,236.5292,120.0,-14.6076,16.0,844.6243,692.315,78.8225,279.5892,259.3412
86300802-2025-07-21,86300802,2025-07-21,2025-08-19,92.9,91.89,-1.01,26.0,26.0,1931.2388,2356.1113,1958.3115,2389.14,2415.4,2389.14,0.0,655.5872,805.9077,29.0,150.3205,,,,,280.8319,376.3852
88234802-2025-09-24,88234802,2025-09-24,,50.99,54.29,3.3,2644.0,3005.0,107015.9077,130559.4074,125403.2615,152991.9791,134817.56,163141.45,-10149.4709,42988.6915,48107.7493,272.0,5119.0578,2661.0,128840.2946,105606.7989,31469.4272,175.2783,303.527
82408463-2025-07-07,82408463,2025-07-07,,105.99,121.79,15.8,62.0,81.0,5228.4696,6378.7329,7685.3562,9376.1345,6571.38,9864.99,-488.8555,1808.0143,3040.6951,351.0,1232.6808,,,,,114.5985,92.3642
80532459-2025-08-05,80532459,2025-08-05,,113.99,99.49,-14.5,64.0,61.0,5895.6816,7192.7315,4974.5,6068.89,7295.36,6068.89,0.0,3623.3563,2821.4167,322.0,-801.9396,,,,,125.6674,61.6129
82007265-2026-01-01,82007265,2026-01-01,,106.0,110.59,4.59,181.0,103.0,15313.1812,18682.081,9336.6967,11390.77,19186.0,11390.77,0.0,3270.1817,2510.027,173.0,-760.1548,114.0,11891.1466,9746.8415,2871.4723,97.1553,92.3919
82225717-2026-05-18,82225717,2026-05-18,2026-08-23,40.49,40.99,0.5,12.0,13.0,388.0893,473.469,427.6543,521.7382,485.88,532.87,-11.1318,173.9679,201.2709,97.0,27.303,12.0,404.0197,331.1637,7.7863,39.0697,33.6419
81843810-2025-11-30,81843810,2025-11-30,,103.99,116.79,12.8,7.0,7.0,584.651,713.2743,643.5391,785.1177,727.93,817.53,-32.4123,63.2192,138.7308,205.0,75.5116,8.0,806.1009,660.7384,338.9047,197.6373,223.6704
82951804-2025-07-03,82951804,2025-07-03,,45.99,47.79,1.8,1288.0,2551.0,48464.5749,59126.7814,97844.0434,119369.7329,59235.12,121912.29,-2542.5571,10135.4132,25748.2809,355.0,15612.8677,1254.0,57915.3908,47471.6318,15953.3851,530.1985,420.6886
86023378-2025-12-27,86023378,2025-12-27,2026-05-09,108.99,97.89,-11.1,59.0,72.0,5222.1851,6371.0658,5706.8595,6962.3686,6430.41,7048.08,-85.7114,2847.0265,2627.7826,133.0,-219.2439,74.0,7314.6643,5995.6265,1462.2828,20.0703,
84748295-2025-11-09,84748295,2025-11-09,,8.99,9.99,1.0,233.0,132.0,1684.4853,2055.072,1045.2941,1275.2588,2094.67,1318.68,-43.4212,129.6426,191.8952,226.0,62.2526,334.0,3438.5299,2818.4671,1227.0363,174.0162,137.9689
84511111-2026-03-25,84511111,2026-03-25,2026-07-18,392.49,383.29,-9.2,84.0,100.0,26491.4047,32319.5138,30952.7791,37762.3905,32969.16,38329.0,-566.6095,8784.2638,7935.0292,115.0,-849.2346,,,,,82.8406,83.9187
80605036-2026-03-29,80605036,2026-03-29,,80.49,83.79,3.3,34.0,60.0,2228.8859,2719.2408,4120.8197,5027.4,2736.66,5027.4,0.0,915.4038,1728.7804,86.0,813.3765,26.0,2133.0668,1748.4154,457.8747,583.7008,657.6663
83242940-2025-10-21,83242940,2025-10-21,,79.99,81.19,1.2,27.0,10.0,1753.3593,2139.0984,665.4918,811.9,2159.73,811.9,0.0,537.7271,219.7082,245.0,-318.0189,,,,,104.299,137.4066
82472712-2026-04-09,82472712,2026-04-09,,62.99,68.09,5.1,66.0,84.0,3401.9761,4150.4109,4554.0412,5555.9303,4157.34,5719.56,-163.6297,1191.1581,1726.6132,75.0,535.4551,102.0,5911.5093,4845.4994,1508.863,297.2134,409.3828
83355582-2025-12-07,83355582,2025-12-07,,26.9,30.49,3.59,115.0,42.0,2524.0724,3079.3683,1032.0002,1259.0403,3093.5,1280.58,-21.5397,706.2184,339.8721,198.0,-366.3463,146.0,3646.6022,2989.0182,569.6954,43.2881,61.0021
89318265-2026-01-30,89318265,2026-01-30,,10.49,11.39,0.9,13.0,19.0,108.8775,132.8305,174.3942,212.761,136.37,216.41,-3.649,19.4636,46.9083,144.0,27.4447,13.0,148.3177,121.5718,16.9636,894.994,689.5819
84372942-2025-11-28,84372942,2025-11-28,,296.9,322.69,25.79,360.0,370.0,85242.103,103995.3657,94805.3103,115662.4786,106884.0,119395.3,-3732.8214,37147.313,47111.3313,207.0,9964.0183,304.0,94823.0892,77723.8436,13326.0684,142.3475,104.7238
84970117-2026-01-27,84970117,2026-01-27,2026-06-12,197.9,204.49,6.59,234.0,366.0,37893.7392,46230.3618,61347.0,74843.34,46308.6,74843.34,0.0,8979.3547,16021.3206,136.0,7041.9658,,,,,308.2522,527.4917
81654827-2026-03-02,81654827,2026-03-02,2026-03-24,81.0,85.49,4.49,1.0,2.0,64.6996,78.9335,140.1475,170.98,81.0,170.98,0.0,19.6124,41.9197,22.0,22.3073,2.0,137.7129,112.8794,10.1116,94.159,56.2803
87213958-2026-05-11,87213958,2026-05-11,2026-10-14,504.99,495.59,-9.4,3.0,3.0,1203.7107,1468.5271,1187.344,1448.5597,1514.97,1486.77,-38.2103,731.8348,765.6708,156.0,33.836,1.0,536.758,439.9656,161.8442,39.2566,42.2418
87377553-2026-02-05,87377553,2026-02-05,,14.49,15.49,1.0,3.0,1.0,35.5015,43.3118,12.6967,15.49,43.47,15.49,0.0,13.6544,5.8226,138.0,-7.8319,4.0,56.5178,46.3261,12.9407,194.7155,205.0535
86635933-2025-12-18,86635933,2025-12-18,2026-06-08,701.99,740.59,38.6,10.0,9.0,5666.5779,6913.2251,5413.0227,6603.8877,7019.9,6665.31,-61.4223,1336.1032,1195.3509,172.0,-140.7523,19.0,13454.8517,11028.567,2939.8491,397.458,635.0479
87172038-2025-09-15,87172038,2025-09-15,2026-03-04,59.9,52.39,-7.51,3.0,4.0,142.7834,174.1957,152.9664,186.619,179.7,209.56,-22.941,42.8296,17.1476,170.0,-25.682,2.0,113.9772,93.424,21.345,130.4173,152.5151
82973527-2025-10-06,82973527,2025-10-06,2026-03-27,542.0,553.39,11.39,150.0,44.0,65313.4752,79682.4398,19413.2495,23684.1644,81300.0,24349.16,-664.9956,3954.7298,-641.9422,172.0,-4596.672,193.0,96468.6261,79072.6443,26694.0871,,
80249357-2025-07-28,80249357,2025-07-28,2025-09-23,131.99,132.19,0.2,82.0,87.0,8794.7036,10729.5384,9405.4104,11474.6007,10823.18,11500.53,-25.9293,1936.0882,1664.5802,57.0,-271.508,86.0,10876.0284,8914.7774,2298.5767,210.6461,344.0178
87375620-2026-05-25,87375620,2026-05-25,,106.99,109.19,2.2,34.0,56.0,2934.1122,3579.6168,4729.3769,5769.8398,3637.66,6114.64,-344.8002,1051.2138,1595.0492,29.0,543.8355,38.0,3610.8564,2959.7183,867.8874,178.2475,183.2165
88995212-2025-07-03,88995212,2025-07-03,,29.9,27.59,-2.31,220.0,366.0,5218.7274,6366.8474,8150.1691,9943.2063,6578.0,10097.94,-154.7337,1924.0015,2397.5399,355.0,473.5385,203.0,6035.602,4947.2148,1830.6502,98.691,108.1545
80013301-2025-12-01,80013301,2025-12-01,2026-05-14,72.0,74.39,2.39,39.0,44.0,2228.8866,2719.2417,2681.9829,3272.0191,2808.0,3273.16,-1.1409,1154.9224,1423.9957,164.0,269.0734,56.0,3792.4296,3108.5489,671.1345,697.1356,710.2147
87735480-2026-04-01,87735480,2026-04-01,,43.0,40.79,-2.21,1.0,0.0,34.5363,42.1343,0.0,0.0,43.0,0.0,0.0,6.4634,0.0,83.0,-6.4634,1.0,39.6182,32.4739,6.8131,41.1771,11.2021
89376449-2025-10-14,89376449,2025-10-14,2026-01-02,6.0,5.99,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,5.0,29.146,23.8901,8.3258,159.3662,186.8874
87675963-2026-01-08,87675963,2026-01-08,2026-02-02,40.99,38.69,-2.3,3.0,0.0,99.8705,121.842,0.0,0.0,122.97,0.0,0.0,13.2697,0.0,25.0,-13.2697,6.0,240.9113,197.4683,29.1014,39.3939,45.8976
88745586-2026-05-11,88745586,2026-05-11,,45.9,47.79,1.89,6.0,2.0,218.4063,266.4557,74.1294,90.4379,275.4,95.58,-5.1421,28.1595,12.6022,43.0,-15.5573,4.0,182.5594,149.6388,36.7504,144.8947,234.8648
81559015-2025-08-25,81559015,2025-08-25,2025-12-22,125.99,142.29,16.3,134.0,91.0,13400.7108,16348.8672,10534.8948,12852.5716,16882.66,12948.39,-95.8184,3432.1021,3744.189,119.0,312.0869,149.0,15964.3205,13085.5086,4147.3361,,
85502655-2026-04-09,85502655,2026-04-09,2026-09-10,3.9,3.99,0.09,67.0,66.0,210.7029,257.0576,213.3547,260.2927,261.3,263.34,-3.0473,19.0069,17.6103,154.0,-1.3967,61.0,231.2269,189.5302,60.8775,298.9478,281.885
85061968-2025-07-12,85061968,2025-07-12,2025-11-20,48.9,53.09,4.19,14.0,10.0,545.5798,665.6074,381.6919,465.6641,684.6,530.9,-65.2359,323.9617,235.5516,131.0,-88.4101,15.0,706.6811,579.2468,86.4713,53.9704,62.9543
83868784-2026-01-03,83868784,2026-01-03,2026-04-18,193.49,176.69,-16.8,26.0,30.0,4033.9202,4921.3826,4105.5721,5008.798,5030.74,5300.7,-291.902,1774.4621,1460.6358,105.0,-313.8263,,,,,140.7643,118.8875
80534551-2025-10-15,80534551,2025-10-15,2026-01-17,18.99,20.89,1.9,9.0,7.0,136.8259,166.9277,113.3549,138.293,170.91,146.23,-7.937,14.7857,21.27,94.0,6.4843,,,,,289.9367,414.6263
84319725-2026-03-06,84319725,2026-03-06,,309.49,353.49,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,,,,,87.4899,24.0942
84513135-2025-08-20,84513135,2025-08-20,,16.9,19.19,2.29,234.0,58.0,3138.7775,3829.3086,834.738,1018.3803,3954.6,1113.02,-94.6397,1219.1197,399.5958,307.0,-819.5239,212.0,3435.3108,2815.8285,662.2313,93.4376,100.1668
86054963-2025-12-03,86054963,2025-12-03,2026-05-12,201.99,176.89,-25.1,1.0,3.0,161.0359,196.4638,400.0495,488.0603,201.99,530.67,-42.6097,42.0925,74.9816,160.0,32.8891,6.0,1200.9032,984.3469,478.7491,169.887,143.8978
88119495-2025-10-21,88119495,2025-10-21,2025-11-22,157.9,130.19,-27.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,257.6057,334.0484
87970706-2025-08-01,87970706,2025-08-01,2025-12-12,28.99,26.39,-2.6,687.0,964.0,15872.552,19364.5134,18702.5684,22817.1334,19916.13,25439.96,-2622.8266,4966.3185,4028.3565,133.0,-937.962,734.0,20449.3739,16761.7819,2352.3614,120.5936,158.4549
84933053-2026-01-30,84933053,2026-01-30,2026-06-25,113.9,141.79,27.89,123.0,0.0,11084.3076,13522.8553,0.0,0.0,14009.7,0.0,0.0,4086.9344,0.0,146.0,-4086.9344,136.0,14964.3014,12265.8208,4488.957,349.0166,315.9691
88380686-2025-07-13,88380686,2025-07-13,2025-11-21,114.9,115.19,0.29,24.0,24.0,2189.2364,2670.8684,2228.3201,2718.5505,2757.6,2764.56,-46.0095,236.0156,319.9136,131.0,83.898,21.0,2147.8983,1760.5724,657.1965,118.0938,
83889272-2025-09-08,83889272,2025-09-08,2025-10-22,152.99,159.39,6.4,4.0,2.0,484.8267,591.4886,245.3517,299.3291,611.96,318.78,-19.4509,124.2395,68.5454,44.0,-55.6941,1.0,156.1227,127.9694,44.9027,167.6684,93.5498
89820284-2026-05-09,89820284,2026-05-09,,46.99,51.89,4.9,4.0,6.0,153.9714,187.8451,254.2653,310.2036,187.96,311.34,-1.1364,56.9074,105.6307,45.0,48.7233,0.0,0.0,0.0,0.0,178.5969,94.8074
88008026-2025-10-13,88008026,2025-10-13,,84.49,91.99,7.5,1415.0,1262.0,95458.6305,116459.5292,87840.7778,107165.749,119553.35,116091.38,-8925.631,16960.0549,20095.4184,253.0,3135.3635,1486.0,121128.0216,99285.2636,3026.1787,1692.6504,1306.9041
85682030-2025-12-16,85682030,2025-12-16,,351.99,323.69,-28.3,1.0,1.0,282.1421,344.2133,265.3197,323.69,351.99,323.69,0.0,62.238,55.0751,189.0,-7.1629,0.0,0.0,0.0,0.0,120.9742,92.997
84630640-2026-01-19,84630640,2026-01-19,2026-04-14,30.99,26.49,-4.5,0.0,2.0,0.0,0.0,41.1374,50.1877,0.0,52.98,-2.7923,0.0,10.1479,85.0,10.1479,0.0,0.0,0.0,0.0,208.869,181.3126
82741728-2026-03-26,82741728,2026-03-26,,112.99,108.69,-4.3,6.0,6.0,553.3742,675.1165,534.0139,651.4969,677.94,652.14,-0.6431,171.6837,141.6591,89.0,-30.0246,9.0,1060.295,869.0943,171.9664,105.4712,116.3504
87405646-2025-07-14,87405646,2025-07-14,,169.0,180.09,11.09,1954.0,1181.0,267044.9431,325794.8306,173690.9987,211903.0184,330226.0,212686.29,-783.2716,120705.5672,77562.9486,344.0,-43142.6186,2708.0,460864.5262,377757.8084,22892.6363,,
88537687-2025-12-11,88537687,2025-12-11,2026-01-25,143.99,120.09,-23.9,223.0,411.0,26261.1087,32038.5527,39372.4705,48034.414,32109.77,49356.99,-1322.576,8512.9882,7663.3067,45.0,-849.6815,278.0,35592.0793,29173.8355,6832.2737,125.1411,140.8623
80439260-2026-02-26,80439260,2026-02-26,2026-06-25,100.49,104.49,4.0,10.0,12.0,801.3729,977.675,978.0581,1193.2309,1004.9,1253.88,-60.6491,112.2772,225.649,119.0,113.3718,19.0,1928.8679,1581.0393,520.6865,139.4075,183.443
85775583-2026-04-12,85775583,2026-04-12,,112.99,120.79,7.8,52.0,60.0,4658.227,5683.037,5581.5383,6809.4767,5875.48,7247.4,-437.9233,1516.8882,1839.3339,72.0,322.4456,33.0,3431.4388,2812.6548,563.0982,315.98,369.1887
89347336-2026-03-07,89347336,2026-03-07,2026-03-24,35.99,37.49,1.5,16.0,0.0,462.53,564.2866,0.0,0.0,575.84,0.0,0.0,275.2507,0.0,17.0,-275.2507,32.0,1014.7529,831.7647,236.8437,99.2243,95.9409
89177574-2026-05-01,89177574,2026-05-01,,79.49,94.49,15.0,51.0,78.0,3231.3864,3942.2914,5942.5395,7249.8981,4053.99,7370.22,-120.3219,193.2041,1556.1496,53.0,1362.9455,,,,,251.3618,381.1536
80319437-2026-03-09,80319437,2026-03-09,2026-07-29,35.9,37.29,1.39,139.0,189.0,4004.1408,4885.0518,5712.2201,6968.9085,4990.1,7047.81,-78.9015,1368.686,1785.4823,142.0,416.7963,,,,,24.7266,16.7345
88757172-2025-10-04,88757172,2025-10-04,,48.9,49.09,0.19,2.0,2.0,78.109,95.293,78.9008,96.259,97.8,98.18,-1.921,35.7741,36.0662,262.0,0.2921,0.0,0.0,0.0,0.0,146.913,121.992
86280091-2025-07-01,86280091,2025-07-01,,21.99,22.89,0.9,524.0,683.0,9399.1036,11466.9064,12814.6475,15633.87,11522.76,15633.87,0.0,3828.3265,5373.1072,357.0,1544.7807,437.0,9268.6928,7597.2892,837.7246,491.7002,520.7798
83249981-2025-08-04,83249981,2025-08-04,2025-08-30,22.9,24.49,1.59,10.0,6.0,186.8494,227.9562,116.838,142.5424,229.0,146.94,-4.3976,65.1147,40.5831,26.0,-24.5317,10.0,204.0777,167.2768,34.5463,233.2134,272.4066
84197293-2026-05-08,84197293,2026-05-08,,79.99,75.29,-4.7,2.0,3.0,129.4437,157.9213,185.1393,225.87,159.98,225.87,0.0,30.9539,24.8463,46.0,-6.1075,1.0,93.2989,76.4745,10.6602,672.5274,1088.9875
84616517-2026-05-09,84616517,2026-05-09,,110.49,132.59,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,,,,183.6318,129.9683
85135504-2025-09-04,85135504,2025-09-04,,74.99,79.19,4.2,59.0,40.0,3500.8528,4271.0404,2596.3934,3167.6,4424.41,3167.6,0.0,1647.708,1305.4787,292.0,-342.2293,54.0,3112.6932,2551.3879,862.5874,143.1956,185.4398
87619447-2025-12-28,87619447,2025-12-28,2026-05-16,135.99,141.39,5.4,436.0,305.0,47666.2575,58152.8341,33885.9165,41340.8182,59291.64,43123.95,-1783.1318,7043.2275,1341.9434,139.0,-5701.2841,595.0,76918.3063,63047.792,12218.207,101.1394,
80848214-2026-05-23,80848214,2026-05-23,2026-10-19,69.9,62.79,-7.11,364.0,526.0,20797.9964,25373.5556,26894.3361,32811.09,25443.6,33027.54,-216.45,9534.0222,10122.2596,149.0,588.2374,239.0,13949.1237,11433.708,2645.0322,383.3131,458.5588
83982203-2026-01-24,83982203,2026-01-24,2026-03-18,12.9,13.29,0.39,249.0,270.0,2580.3494,3148.0263,2923.242,3566.3553,3212.1,3588.3,-21.9447,1443.1969,1784.5848,53.0,341.3878,96.0,1045.5911,857.0419,184.004,307.1477,486.5255
83189341-2025-08-01,83189341,2025-08-01,,175.0,189.89,14.89,7.0,4.0,993.6983,1212.312,619.9935,756.392,1225.0,759.56,-3.168,327.681,233.6672,326.0,-94.0138,5.0,806.3461,660.9394,207.4403,,
89774948-2026-02-22,89774948,2026-02-22,2026-04-10,51.99,46.69,-5.3,5.0,2.0,208.0461,253.8162,73.3358,89.4697,259.95,93.38,-3.9103,90.7327,24.2573,47.0,-66.4754,4.0,198.4127,162.6334,49.7443,,
87041912-2025-12-10,87041912,2025-12-10,2026-05-25,9.9,9.89,-0.01,4.0,5.0,31.53,38.4666,39.0062,47.5875,39.6,49.45,-1.8625,6.7028,6.1471,166.0,-0.5557,6.0,53.696,44.0131,11.7152,371.08,404.3782
85017232-2026-03-22,85017232,2026-03-22,2026-07-25,912.99,853.09,-59.9,311.0,406.0,226104.9038,275847.9826,263003.5877,320864.377,283939.89,346354.54,-25490.163,86302.3857,83012.011,125.0,-3290.3747,377.0,311186.2468,255070.6941,76701.9904,66.2879,5.0
86493036-2026-02-13,86493036,2026-02-13,2026-06-23,225.99,241.69,15.7,3.0,0.0,544.8005,664.6566,0.0,0.0,677.97,0.0,0.0,98.8699,0.0,130.0,-98.8699,9.0,2157.1234,1768.1339,259.3252,244.5643,179.8242
87094753-2026-05-04,87094753,2026-05-04,2026-07-29,15.99,16.09,0.1,23.0,34.0,295.6349,360.6745,438.6781,535.1873,367.77,547.06,-11.8727,29.0249,61.3776,86.0,32.3526,21.0,313.2649,256.7745,67.2502,,
86890693-2026-02-09,86890693,2026-02-09,2026-07-25,90.9,86.89,-4.01,258.0,303.0,19207.8929,23433.6293,21080.6646,25718.4109,23452.2,26327.67,-609.2591,1330.3962,207.9883,166.0,-1122.4079,283.0,22482.8009,18428.5253,606.8306,38.5239,38.0612
86319957-2026-05-20,86319957,2026-05-20,,29.9,30.79,0.89,1.0,0.0,24.1668,29.4835,0.0,0.0,29.9,0.0,0.0,3.7994,0.0,34.0,-3.7994,5.0,144.7414,118.6405,-0.4277,664.8631,676.2738
83421221-2025-10-12,83421221,2025-10-12,2025-11-29,4.99,4.59,-0.4,26.0,32.0,103.8685,126.7196,116.0387,141.5672,129.74,146.88,-5.3128,30.8938,20.8829,48.0,-10.0108,29.0,116.3761,95.3902,40.94,79.1763,132.3214
86236823-2025-08-03,86236823,2025-08-03,,418.49,360.09,-58.4,203.0,268.0,68475.1561,83539.6904,74679.5968,91109.1082,84953.47,96504.12,-5395.0118,35446.7428,36121.739,324.0,674.9962,,,,,78.0652,52.5438
88353637-2026-04-20,88353637,2026-04-20,2026-09-19,50.99,46.79,-4.2,2.0,4.0,83.2604,101.5777,153.4098,187.16,101.98,187.16,0.0,28.2882,37.9892,152.0,9.701,0.0,0.0,0.0,0.0,158.7269,217.1965
84567075-2025-10-10,84567075,2025-10-10,2025-12-28,266.99,272.49,5.5,273.0,196.0,57750.6023,70455.7348,40893.2984,49889.824,72888.27,53408.04,-3518.216,21680.6545,17952.553,79.0,-3728.1015,377.0,98011.8474,80337.5798,24735.119,45.8674,
89507732-2026-03-27,89507732,2026-03-27,,94.9,96.09,1.19,441.0,428.0,34214.2648,41741.4031,32151.2867,39224.5698,41850.9,41126.52,-1901.9502,10515.9538,8622.3385,88.0,-1893.6152,489.0,44685.8486,36627.7448,11658.4913,324.9654,568.1883
80380836-2025-08-22,80380836,2025-08-22,,52.99,47.99,-5.0,8.0,11.0,340.2476,415.1021,426.6292,520.4876,423.92,527.89,-7.4024,70.3912,59.6617,305.0,-10.7296,,,,,348.6777,581.3852
87260714-2026-04-22,87260714,2026-04-22,2026-06-20,43.9,38.99,-4.91,7.0,6.0,244.4687,298.2518,182.8243,223.0456,307.3,233.94,-10.8944,88.2494,45.29,59.0,-42.9594,5.0,207.5317,170.1079,43.6093,108.133,145.5384
81081987-2026-04-27,81081987,2026-04-27,2026-09-17,330.9,361.09,30.19,2.0,4.0,529.4703,645.9537,1064.1773,1298.2963,661.8,1444.36,-146.0637,267.373,521.0688,143.0,253.6959,,,,,188.0625,211.4225
89087062-2025-08-16,89087062,2025-08-16,2025-09-01,86.99,96.99,10.0,1.0,0.0,71.1129,86.7577,0.0,0.0,86.99,0.0,0.0,33.3556,0.0,16.0,-33.3556,1.0,77.3119,63.3704,0.4032,132.4664,218.0097
86176043-2025-12-08,86176043,2025-12-08,,233.99,219.59,-14.4,227.0,252.0,42362.8172,51682.6369,45047.2171,54957.6048,53115.73,55336.68,-379.0752,15923.7279,13857.2989,197.0,-2066.4291,205.0,43803.9858,35904.9064,10372.2064,,
83204568-2026-04-10,83204568,2026-04-10,2026-09-30,101.49,84.69,-16.8,41.0,68.0,3373.6497,4115.8526,4385.3752,5350.1578,4161.09,5758.92,-408.7622,818.698,244.4771,173.0,-574.2209,60.0,6304.5148,5167.635,539.9297,23.5938,5.0
83285609-2025-07-21,83285609,2025-07-21,2025-09-13,163.99,178.19,14.2,3.0,2.0,390.5921,476.5224,275.4916,336.0998,491.97,356.38,-20.2802,47.1916,35.5052,54.0,-11.6864,2.0,340.7386,279.2939,76.7234,40.0048,51.8133
86417802-2025-09-18,86417802,2025-09-18,,26.9,24.19,-2.71,456.0,584.0,10046.973,12257.307,11579.4754,14126.96,12266.4,14126.96,0.0,2242.0229,2030.2174,278.0,-211.8055,,,,,173.7658,253.5242
